"sample002_knn_10"	"sample002_knn_11"	"sample002_knn_12"	"sample002_knn_13"	"sample002_knn_14"	"sample002_knn_15"
"AC019118.2"	0.0681818181818182	0.0744514106583072	0.0807210031347962	0.085423197492163	0.0909090909090909	0.0987460815047022
"AC019130.1"	0.110501567398119	0.120689655172414	0.130877742946708	0.143416927899687	0.149686520376176	0.158307210031348
"AC019131.1"	0.0227272727272727	0.024294670846395	0.0274294670846395	0.0297805642633229	0.030564263322884	0.0336990595611285
"AC019163.1"	0.159090909090909	0.170062695924765	0.181034482758621	0.190438871473354	0.204545454545455	0.217084639498433
"AC019186.1"	0.0822884012539185	0.0924764890282132	0.0987460815047022	0.103448275862069	0.112068965517241	0.124608150470219
"AC019205.1"	0.873824451410658	0.891065830721003	0.909090909090909	0.934169278996865	0.940438871473354	0.946708463949843
"AC019294.2"	0.0384012539184953	0.0423197492163009	0.0431034482758621	0.0478056426332288	0.0525078369905956	0.0579937304075235
"AC019330.1"	0.0603448275862069	0.0666144200626959	0.0705329153605016	0.0744514106583072	0.0799373040752351	0.0815047021943574
"AC020558.1"	0.163793103448276	0.18730407523511	0.217868338557994	0.234326018808777	0.244514106583072	0.259404388714734
"AC020584.1"	0.030564263322884	0.0321316614420063	0.0344827586206897	0.0360501567398119	0.0376175548589342	0.0384012539184953
"AC020594.1"	0.0509404388714734	0.0509404388714734	0.0540752351097179	0.054858934169279	0.0619122257053292	0.0658307210031348
"AC020656.1"	0.0211598746081505	0.0219435736677116	0.0235109717868339	0.024294670846395	0.0282131661442006	0.0321316614420063
"AC020658.5"	0.0258620689655172	0.0274294670846395	0.030564263322884	0.0391849529780564	0.0407523510971787	0.0415360501567398
"AC020661.2"	0.0438871473354232	0.04858934169279	0.0532915360501567	0.0572100313479624	0.0595611285266458	0.0681818181818182
"AC020661.3"	0.0721003134796238	0.0815047021943574	0.0877742946708464	0.0979623824451411	0.101097178683386	0.109717868338558
"AC020661.4"	0.024294670846395	0.0266457680250784	0.0297805642633229	0.0321316614420063	0.0376175548589342	0.0407523510971787
"AC020663.3"	0.0822884012539185	0.0885579937304075	0.0995297805642633	0.106583072100313	0.112068965517241	0.119905956112853
"AC020687.1"	0.184169278996865	0.20141065830721	0.21551724137931	0.229623824451411	0.247648902821317	0.261755485893417
"AC020718.1"	0.0352664576802508	0.0391849529780564	0.0446708463949843	0.0478056426332288	0.0540752351097179	0.0556426332288401
"AC020765.2"	0.0971786833855799	0.108150470219436	0.124608150470219	0.13166144200627	0.136363636363636	0.149686520376176
"AC020891.2"	0.0666144200626959	0.0721003134796238	0.0736677115987461	0.0783699059561129	0.0799373040752351	0.0869905956112853
"AC020907.1"	0.0399686520376176	0.0431034482758621	0.0438871473354232	0.0470219435736677	0.0501567398119122	0.054858934169279
"AC020908.1"	0.176332288401254	0.189655172413793	0.207680250783699	0.219435736677116	0.22884012539185	0.237460815047022
"AC020910.5"	0.184952978056426	0.199059561128527	0.210815047021944	0.227272727272727	0.243730407523511	0.256269592476489
"AC020911.1"	0.0250783699059561	0.0282131661442006	0.0313479623824451	0.036833855799373	0.0384012539184953	0.0391849529780564
"AC020911.2"	0.0329153605015674	0.036833855799373	0.0391849529780564	0.0478056426332288	0.0517241379310345	0.0532915360501567
"AC020913.1"	0.036833855799373	0.0415360501567398	0.0423197492163009	0.0431034482758621	0.0454545454545455	0.0470219435736677
"AC020915.2"	0.383228840125392	0.407523510971787	0.43025078369906	0.462382445141066	0.487460815047022	0.515673981191223
"AC020916.1"	0.300156739811912	0.320532915360502	0.338557993730408	0.351097178683386	0.366771159874608	0.389498432601881
"AC020917.2"	0.0321316614420063	0.0329153605015674	0.0360501567398119	0.0391849529780564	0.0415360501567398	0.0454545454545455
"AC020978.3"	0.0752351097178683	0.0783699059561129	0.0862068965517241	0.0956112852664577	0.105799373040752	0.115203761755486
"AC020978.6"	0.0376175548589342	0.0423197492163009	0.0462382445141066	0.0525078369905956	0.0579937304075235	0.061128526645768
"AC020978.7"	0.0462382445141066	0.0493730407523511	0.0540752351097179	0.054858934169279	0.0595611285266458	0.0689655172413793
"AC021016.2"	0.0572100313479624	0.0603448275862069	0.0642633228840125	0.0689655172413793	0.0822884012539185	0.0885579937304075
"AC021016.3"	0.0924764890282132	0.112068965517241	0.119122257053292	0.121473354231975	0.128526645768025	0.135579937304075
"AC021037.1"	0.054858934169279	0.0579937304075235	0.0619122257053292	0.0681818181818182	0.0721003134796238	0.072884012539185
"AC021054.1"	0.193573667711599	0.20141065830721	0.214733542319749	0.224137931034483	0.233542319749216	0.248432601880878
"AC021086.1"	0.36833855799373	0.401253918495298	0.428683385579937	0.450626959247649	0.471786833855799	0.488244514106583
"AC021087.1"	0.0391849529780564	0.0493730407523511	0.0540752351097179	0.0619122257053292	0.0673981191222571	0.0744514106583072
"AC021092.1"	0.0336990595611285	0.0344827586206897	0.0352664576802508	0.0352664576802508	0.0407523510971787	0.0438871473354232
"AC021097.1"	0.0948275862068965	0.103448275862069	0.11128526645768	0.115987460815047	0.123824451410658	0.134796238244514
"AC021188.1"	0.0172413793103448	0.0188087774294671	0.0195924764890282	0.0211598746081505	0.0274294670846395	0.0297805642633229
"AC021205.3"	0.0721003134796238	0.0783699059561129	0.0846394984326019	0.0901253918495298	0.0948275862068965	0.105799373040752
"AC021231.1"	0.240595611285266	0.269592476489028	0.301724137931034	0.335423197492163	0.355015673981191	0.374608150470219
"AC021237.1"	0.054858934169279	0.0603448275862069	0.0634796238244514	0.0666144200626959	0.0681818181818182	0.0705329153605016
"AC021242.3"	0.0227272727272727	0.0258620689655172	0.030564263322884	0.0329153605015674	0.036833855799373	0.0399686520376176
"AC021321.1"	0.0963949843260188	0.103448275862069	0.109717868338558	0.121473354231975	0.130877742946708	0.133228840125392
"AC021321.2"	0.0384012539184953	0.0407523510971787	0.0423197492163009	0.0462382445141066	0.0478056426332288	0.0525078369905956
"AC021351.1"	0.0329153605015674	0.0376175548589342	0.0407523510971787	0.0423197492163009	0.0431034482758621	0.0438871473354232
"AC021504.1"	0.0313479623824451	0.0344827586206897	0.0360501567398119	0.0407523510971787	0.0540752351097179	0.0603448275862069
"AC021660.4"	0.0532915360501567	0.0634796238244514	0.0681818181818182	0.0736677115987461	0.0783699059561129	0.085423197492163
"AC021723.2"	0.986677115987461	0.986677115987461	0.991379310344828	0.991379310344828	0.991379310344828	0.997648902821317
"AC021752.1"	0.409090909090909	0.438087774294671	0.467084639498433	0.493730407523511	0.5141065830721	0.533699059561129
"AC021851.1"	0.782131661442006	0.817398119122257	0.846394984326019	0.865203761755486	0.886363636363636	0.909090909090909
"AC021851.2"	0.434952978056426	0.475705329153605	0.503918495297806	0.542319749216301	0.563479623824451	0.583855799373041
"AC022007.1"	0.0282131661442006	0.0313479623824451	0.0352664576802508	0.0399686520376176	0.0423197492163009	0.0438871473354232
"AC022031.2"	0.158307210031348	0.167711598746081	0.178683385579937	0.188871473354232	0.197492163009404	0.212382445141066
"AC022075.1"	0.935736677115988	0.950626959247649	0.95846394984326	0.967084639498433	0.971786833855799	0.978056426332288
"AC022079.1"	0.0634796238244514	0.0666144200626959	0.0721003134796238	0.0775862068965517	0.0807210031347962	0.0877742946708464
"AC022098.1"	0.358934169278997	0.391065830721003	0.414576802507837	0.442006269592476	0.464733542319749	0.492163009404389
"AC022126.1"	0.0995297805642633	0.106583072100313	0.123824451410658	0.134796238244514	0.141065830721003	0.146551724137931
"AC022137.4"	0.314263322884013	0.340909090909091	0.359717868338558	0.377742946708464	0.406739811912226	0.423981191222571
"AC022140.1"	0.0760188087774295	0.0815047021943574	0.085423197492163	0.0901253918495298	0.0995297805642633	0.108934169278997
"AC022144.1"	0.146551724137931	0.155172413793103	0.169278996865204	0.183385579937304	0.198275862068966	0.210031347962382
"AC022146.2"	0.262539184952978	0.278213166144201	0.301724137931034	0.318181818181818	0.331504702194357	0.350313479623824
"AC022150.4"	0.362068965517241	0.394200626959248	0.425548589341693	0.454545454545455	0.477272727272727	0.494514106583072
"AC022154.1"	0.024294670846395	0.0258620689655172	0.0274294670846395	0.0289968652037618	0.0289968652037618	0.0289968652037618
"AC022167.1"	0.0415360501567398	0.0446708463949843	0.04858934169279	0.0595611285266458	0.0642633228840125	0.0666144200626959
"AC022167.2"	0.217084639498433	0.230407523510972	0.253134796238245	0.275862068965517	0.300940438871473	0.322100313479624
"AC022210.2"	0.206896551724138	0.22257053291536	0.240595611285266	0.25705329153605	0.273510971786834	0.289968652037618
"AC022211.2"	0.282131661442006	0.310344827586207	0.339341692789969	0.36128526645768	0.379310344827586	0.397335423197492
"AC022272.1"	0.0384012539184953	0.0384012539184953	0.0384012539184953	0.0384012539184953	0.0384012539184953	0.0391849529780564
"AC022274.1"	0.0517241379310345	0.0525078369905956	0.0564263322884013	0.0634796238244514	0.0666144200626959	0.0705329153605016
"AC022306.2"	0.0752351097178683	0.0838557993730407	0.0956112852664577	0.107366771159875	0.113636363636364	0.117554858934169
"AC022364.1"	0.0478056426332288	0.054858934169279	0.0564263322884013	0.0595611285266458	0.0650470219435737	0.0744514106583072
"AC022382.2"	0.0446708463949843	0.0532915360501567	0.054858934169279	0.0572100313479624	0.0634796238244514	0.0666144200626959
"AC022387.2"	0.018025078369906	0.0188087774294671	0.0195924764890282	0.0227272727272727	0.024294670846395	0.0289968652037618
"AC022395.1"	0.0282131661442006	0.0297805642633229	0.0360501567398119	0.0399686520376176	0.0423197492163009	0.0470219435736677
"AC022400.4"	0.155172413793103	0.176332288401254	0.193573667711599	0.197492163009404	0.210031347962382	0.219435736677116
"AC022506.2"	0.144200626959248	0.158307210031348	0.165360501567398	0.176332288401254	0.188871473354232	0.199843260188088
"AC022540.1"	0.0321316614420063	0.0352664576802508	0.0376175548589342	0.0384012539184953	0.0454545454545455	0.0462382445141066
"AC022558.1"	0.11128526645768	0.124608150470219	0.139498432601881	0.148902821316614	0.163793103448276	0.175548589341693
"AC022558.2"	0.250783699059561	0.27115987460815	0.285266457680251	0.307993730407524	0.321316614420063	0.349529780564263
"AC022613.3"	0.0532915360501567	0.0603448275862069	0.0681818181818182	0.0744514106583072	0.0815047021943574	0.0885579937304075
"AC022726.2"	0.0188087774294671	0.0195924764890282	0.0211598746081505	0.0219435736677116	0.0289968652037618	0.0336990595611285
"AC022784.1"	0.199843260188088	0.210031347962382	0.224921630094044	0.237460815047022	0.254702194357367	0.264890282131661
"AC022784.5"	0.0658307210031348	0.0744514106583072	0.0775862068965517	0.0846394984326019	0.0948275862068965	0.100313479623824
"AC022819.1"	0.109717868338558	0.117554858934169	0.124608150470219	0.128526645768025	0.135579937304075	0.144200626959248
"AC022868.2"	0.0188087774294671	0.0219435736677116	0.0297805642633229	0.0384012539184953	0.0407523510971787	0.0446708463949843
"AC022872.1"	0.0963949843260188	0.106583072100313	0.115203761755486	0.123040752351097	0.130094043887147	0.139498432601881
"AC022893.1"	0.342476489028213	0.36833855799373	0.398902821316614	0.425548589341693	0.443573667711599	0.474921630094044
"AC022916.1"	0.0250783699059561	0.0297805642633229	0.0344827586206897	0.036833855799373	0.0415360501567398	0.0454545454545455
"AC022966.2"	0.0384012539184953	0.0407523510971787	0.0454545454545455	0.0462382445141066	0.0532915360501567	0.0634796238244514
"AC022973.3"	0.0634796238244514	0.072884012539185	0.0760188087774295	0.085423197492163	0.0893416927899686	0.0924764890282132
"AC022973.4"	0.0807210031347962	0.091692789968652	0.101880877742947	0.106583072100313	0.112068965517241	0.119122257053292
"AC023024.1"	0.0297805642633229	0.0321316614420063	0.0344827586206897	0.0360501567398119	0.0384012539184953	0.0407523510971787
"AC023034.1"	0.0376175548589342	0.0407523510971787	0.0454545454545455	0.0501567398119122	0.0540752351097179	0.0579937304075235
"AC023043.4"	0.0540752351097179	0.061128526645768	0.0650470219435737	0.0736677115987461	0.0815047021943574	0.0963949843260188
"AC023051.1"	0.0603448275862069	0.0673981191222571	0.0760188087774295	0.0846394984326019	0.0909090909090909	0.0987460815047022
"AC023157.3"	0.332288401253919	0.357366771159875	0.370689655172414	0.397335423197492	0.413009404388715	0.427115987460815
"AC023283.1"	0.0454545454545455	0.0493730407523511	0.0525078369905956	0.0587774294670846	0.0673981191222571	0.0744514106583072
"AC023347.1"	0.0634796238244514	0.072884012539185	0.0807210031347962	0.091692789968652	0.0963949843260188	0.102664576802508
"AC023355.1"	0.110501567398119	0.125391849529781	0.134796238244514	0.14576802507837	0.154388714733542	0.170062695924765
"AC023389.1"	0.328369905956113	0.352664576802508	0.379310344827586	0.398119122257053	0.409090909090909	0.425548589341693
"AC023421.2"	0.0462382445141066	0.0501567398119122	0.0532915360501567	0.0572100313479624	0.0619122257053292	0.0658307210031348
"AC023424.3"	0.615203761755486	0.646551724137931	0.683385579937304	0.714733542319749	0.740595611285266	0.773510971786834
"AC023469.1"	0.0642633228840125	0.0713166144200627	0.0846394984326019	0.0901253918495298	0.0956112852664577	0.101097178683386
"AC023480.1"	0.186520376175549	0.202194357366771	0.220219435736677	0.239811912225705	0.259404388714734	0.275078369905956
"AC023503.1"	0.10423197492163	0.124608150470219	0.136363636363636	0.147335423197492	0.159090909090909	0.172413793103448
"AC023509.3"	0.157523510971787	0.168495297805643	0.176332288401254	0.182601880877743	0.196708463949843	0.206112852664577
"AC023509.6"	0.470219435736677	0.501567398119122	0.53448275862069	0.550940438871473	0.575235109717868	0.587774294670846
"AC023632.2"	0.270376175548589	0.287617554858934	0.309561128526646	0.33307210031348	0.355799373040752	0.369122257053292
"AC023790.2"	0.225705329153605	0.242163009404389	0.264890282131661	0.28448275862069	0.293103448275862	0.309561128526646
"AC023794.1"	0.11833855799373	0.129310344827586	0.140282131661442	0.146551724137931	0.153605015673981	0.15987460815047
"AC023830.1"	0.036833855799373	0.0431034482758621	0.0454545454545455	0.0454545454545455	0.0462382445141066	0.0470219435736677
"AC023908.3"	0.0595611285266458	0.0626959247648903	0.0681818181818182	0.0815047021943574	0.0932601880877743	0.0963949843260188
"AC024060.2"	0.507836990595611	0.543887147335423	0.577586206896552	0.601880877742947	0.634012539184953	0.667711598746082
"AC024075.1"	0.0877742946708464	0.0940438871473354	0.102664576802508	0.109717868338558	0.123040752351097	0.127742946708464
"AC024075.2"	0.206896551724138	0.22884012539185	0.239028213166144	0.259404388714734	0.273510971786834	0.282131661442006
"AC024075.3"	0.061128526645768	0.0666144200626959	0.0799373040752351	0.0893416927899686	0.0940438871473354	0.0971786833855799
"AC024145.1"	0.0360501567398119	0.0407523510971787	0.0438871473354232	0.0493730407523511	0.0532915360501567	0.054858934169279
"AC024230.1"	0.945141065830721	0.949843260188088	0.952978056426332	0.95846394984326	0.96551724137931	0.966300940438871
"AC024243.1"	0.0517241379310345	0.0595611285266458	0.0634796238244514	0.0666144200626959	0.0689655172413793	0.0705329153605016
"AC024257.3"	0.275078369905956	0.303291536050157	0.322884012539185	0.343260188087774	0.359717868338558	0.380094043887147
"AC024267.1"	0.0509404388714734	0.0540752351097179	0.0579937304075235	0.0626959247648903	0.0642633228840125	0.0673981191222571
"AC024267.4"	0.0431034482758621	0.0446708463949843	0.0525078369905956	0.0532915360501567	0.0587774294670846	0.0626959247648903
"AC024270.5"	0.0493730407523511	0.0532915360501567	0.0579937304075235	0.0619122257053292	0.0658307210031348	0.0666144200626959
"AC024361.1"	0.0313479623824451	0.0384012539184953	0.0454545454545455	0.0532915360501567	0.0595611285266458	0.0642633228840125
"AC024451.4"	0.0384012539184953	0.0431034482758621	0.0470219435736677	0.0493730407523511	0.0509404388714734	0.0564263322884013
"AC024475.3"	0.0289968652037618	0.0313479623824451	0.0321316614420063	0.0360501567398119	0.0407523510971787	0.04858934169279
"AC024558.2"	0.0360501567398119	0.0407523510971787	0.0438871473354232	0.04858934169279	0.0517241379310345	0.054858934169279
"AC024560.4"	0.432601880877743	0.463949843260188	0.488244514106583	0.508620689655172	0.536833855799373	0.558777429467085
"AC024560.5"	0.206112852664577	0.218652037617555	0.253134796238245	0.282131661442006	0.297021943573668	0.31269592476489
"AC024563.1"	0.036833855799373	0.0431034482758621	0.0462382445141066	0.0525078369905956	0.0525078369905956	0.0540752351097179
"AC024575.1"	0.0462382445141066	0.0525078369905956	0.054858934169279	0.0579937304075235	0.061128526645768	0.0673981191222571
"AC024619.3"	0.0830721003134796	0.091692789968652	0.101097178683386	0.108150470219436	0.115987460815047	0.122257053291536
"AC024884.2"	0.030564263322884	0.0336990595611285	0.0376175548589342	0.0399686520376176	0.0470219435736677	0.04858934169279
"AC025034.1"	0.0431034482758621	0.0470219435736677	0.0556426332288401	0.0666144200626959	0.0681818181818182	0.0697492163009404
"AC025043.1"	0.030564263322884	0.0360501567398119	0.0470219435736677	0.0540752351097179	0.0579937304075235	0.0595611285266458
"AC025048.2"	0.325235109717868	0.353448275862069	0.377742946708464	0.40987460815047	0.438871473354232	0.47257053291536
"AC025048.4"	0.142633228840125	0.151253918495298	0.159090909090909	0.170062695924765	0.182601880877743	0.191222570532915
"AC025159.1"	0.683385579937304	0.705329153605016	0.732758620689655	0.754702194357367	0.782131661442006	0.810344827586207
"AC025160.1"	0.910658307210031	0.920846394984326	0.928683385579937	0.940438871473354	0.941222570532915	0.943573667711599
"AC025164.1"	0.475705329153605	0.519592476489028	0.544670846394984	0.56974921630094	0.593260188087774	0.623824451410658
"AC025165.2"	0.120689655172414	0.125391849529781	0.141849529780564	0.15987460815047	0.164576802507837	0.173981191222571
"AC025165.4"	0.0360501567398119	0.0407523510971787	0.0438871473354232	0.0454545454545455	0.0478056426332288	0.0501567398119122
"AC025165.5"	0.0235109717868339	0.0250783699059561	0.0266457680250784	0.0282131661442006	0.030564263322884	0.0344827586206897
"AC025171.1"	0.953761755485893	0.970219435736677	0.977272727272727	0.987460815047022	0.992163009404389	0.996081504702194
"AC025171.2"	0.698275862068966	0.723354231974922	0.74294670846395	0.760188087774295	0.772727272727273	0.789968652037618
"AC025171.3"	0.0830721003134796	0.0987460815047022	0.109717868338558	0.127742946708464	0.137931034482759	0.144984326018809
"AC025171.4"	0.112852664576803	0.123040752351097	0.135579937304075	0.144984326018809	0.155172413793103	0.16692789968652
"AC025175.1"	0.0634796238244514	0.0681818181818182	0.0736677115987461	0.0799373040752351	0.0830721003134796	0.0901253918495298
"AC025175.2"	0.0517241379310345	0.0564263322884013	0.0595611285266458	0.0642633228840125	0.0697492163009404	0.0736677115987461
"AC025176.1"	0.04858934169279	0.0501567398119122	0.054858934169279	0.0579937304075235	0.0595611285266458	0.0642633228840125
"AC025178.1"	0.35423197492163	0.38166144200627	0.413009404388715	0.43730407523511	0.456112852664577	0.481974921630094
"AC025181.2"	0.47884012539185	0.504702194357367	0.528996865203762	0.552507836990596	0.56974921630094	0.606583072100313
"AC025188.1"	0.0470219435736677	0.0493730407523511	0.0579937304075235	0.0626959247648903	0.0650470219435737	0.0689655172413793
"AC025211.1"	0.0697492163009404	0.0736677115987461	0.079153605015674	0.0846394984326019	0.0901253918495298	0.0956112852664577
"AC025257.1"	0.0258620689655172	0.0274294670846395	0.0282131661442006	0.0289968652037618	0.0289968652037618	0.0297805642633229
"AC025262.1"	0.0603448275862069	0.0634796238244514	0.072884012539185	0.0783699059561129	0.0877742946708464	0.0909090909090909
"AC025265.1"	0.0775862068965517	0.0885579937304075	0.0948275862068965	0.0995297805642633	0.101880877742947	0.109717868338558
"AC025283.2"	0.11833855799373	0.127742946708464	0.134012539184953	0.14576802507837	0.155172413793103	0.170062695924765
"AC025287.2"	0.0266457680250784	0.030564263322884	0.0321316614420063	0.0336990595611285	0.0352664576802508	0.0360501567398119
"AC025287.3"	0.0211598746081505	0.0219435736677116	0.0227272727272727	0.0250783699059561	0.0266457680250784	0.0313479623824451
"AC025423.1"	0.0431034482758621	0.0517241379310345	0.054858934169279	0.0587774294670846	0.061128526645768	0.0697492163009404
"AC025442.2"	0.532915360501567	0.564263322884012	0.593260188087774	0.615987460815047	0.644200626959248	0.68025078369906
"AC025465.1"	0.0266457680250784	0.0297805642633229	0.0329153605015674	0.0352664576802508	0.0407523510971787	0.0423197492163009
"AC025575.2"	0.155172413793103	0.166144200626959	0.173197492163009	0.186520376175549	0.199059561128527	0.211598746081505
"AC025682.1"	0.641849529780564	0.65987460815047	0.69435736677116	0.717084639498433	0.737460815047022	0.757836990595611
"AC025774.1"	0.030564263322884	0.0321316614420063	0.036833855799373	0.0399686520376176	0.0446708463949843	0.0478056426332288
"AC025917.1"	0.0227272727272727	0.0258620689655172	0.0289968652037618	0.0321316614420063	0.0352664576802508	0.0384012539184953
"AC026124.2"	0.0924764890282132	0.0995297805642633	0.115203761755486	0.123040752351097	0.136363636363636	0.142633228840125
"AC026202.2"	0.313479623824451	0.34012539184953	0.36128526645768	0.375391849529781	0.391065830721003	0.40987460815047
"AC026254.2"	0.0509404388714734	0.0540752351097179	0.0572100313479624	0.0634796238244514	0.0681818181818182	0.0799373040752351
"AC026304.1"	0.136363636363636	0.144984326018809	0.15987460815047	0.170062695924765	0.186520376175549	0.202978056426332
"AC026333.3"	0.0274294670846395	0.0282131661442006	0.0289968652037618	0.0336990595611285	0.0336990595611285	0.0336990595611285
"AC026333.4"	0.103448275862069	0.114420062695925	0.123040752351097	0.134012539184953	0.143416927899687	0.155172413793103
"AC026341.1"	0.173981191222571	0.192789968652038	0.207680250783699	0.220219435736677	0.243730407523511	0.262539184952978
"AC026347.1"	0.239811912225705	0.2641065830721	0.281347962382445	0.307210031347962	0.337774294670846	0.358934169278997
"AC026356.1"	0.100313479623824	0.112852664576803	0.123040752351097	0.135579937304075	0.143416927899687	0.149686520376176
"AC026356.2"	0.373824451410658	0.391065830721003	0.421630094043887	0.447492163009404	0.477272727272727	0.5
"AC026367.3"	0.0227272727272727	0.0282131661442006	0.030564263322884	0.0336990595611285	0.0344827586206897	0.0344827586206897
"AC026368.1"	0.0266457680250784	0.0274294670846395	0.0313479623824451	0.0360501567398119	0.0391849529780564	0.0438871473354232
"AC026369.3"	0.248432601880878	0.263322884012539	0.282915360501567	0.300940438871473	0.314263322884013	0.336990595611285
"AC026401.3"	0.144984326018809	0.159090909090909	0.173197492163009	0.179467084639498	0.188087774294671	0.209247648902821
"AC026412.3"	0.0219435736677116	0.0219435736677116	0.0227272727272727	0.0227272727272727	0.0235109717868339	0.024294670846395
"AC026470.2"	0.0587774294670846	0.0642633228840125	0.0689655172413793	0.072884012539185	0.0768025078369906	0.0807210031347962
"AC026471.1"	0.370689655172414	0.403605015673981	0.432601880877743	0.464733542319749	0.482758620689655	0.50705329153605
"AC026471.2"	0.0838557993730407	0.0893416927899686	0.0940438871473354	0.0979623824451411	0.105015673981191	0.110501567398119
"AC026471.4"	0.412225705329154	0.442789968652038	0.467868338557994	0.489811912225705	0.514890282131661	0.539968652037618
"AC026523.1"	0.141065830721003	0.154388714733542	0.16692789968652	0.173981191222571	0.184169278996865	0.197492163009404
"AC026704.1"	0.260971786833856	0.283699059561129	0.292319749216301	0.310344827586207	0.322884012539185	0.345611285266458
"AC026740.1"	0.0376175548589342	0.0407523510971787	0.0415360501567398	0.0423197492163009	0.0462382445141066	0.0509404388714734
"AC026748.3"	0.259404388714734	0.282915360501567	0.301724137931034	0.322884012539185	0.34012539184953	0.356583072100313
"AC026801.2"	0.0258620689655172	0.0266457680250784	0.0313479623824451	0.0344827586206897	0.0344827586206897	0.0344827586206897
"AC026803.3"	0.230407523510972	0.251567398119122	0.278996865203762	0.296238244514107	0.318181818181818	0.337774294670846
"AC026894.1"	0.0423197492163009	0.0564263322884013	0.0619122257053292	0.0681818181818182	0.0713166144200627	0.0768025078369906
"AC026979.2"	0.182601880877743	0.202194357366771	0.22257053291536	0.233542319749216	0.250783699059561	0.260971786833856
"AC026979.4"	0.100313479623824	0.108150470219436	0.115987460815047	0.124608150470219	0.144200626959248	0.156739811912226
"AC027018.1"	0.507836990595611	0.542319749216301	0.572884012539185	0.601880877742947	0.628526645768025	0.659090909090909
"AC027020.2"	0.25705329153605	0.272727272727273	0.300156739811912	0.33307210031348	0.35423197492163	0.375391849529781
"AC027031.2"	0.13166144200627	0.137931034482759	0.151253918495298	0.167711598746081	0.182601880877743	0.204545454545455
"AC027097.2"	0.0235109717868339	0.0258620689655172	0.0289968652037618	0.030564263322884	0.0352664576802508	0.0399686520376176
"AC027237.2"	0.0595611285266458	0.061128526645768	0.0658307210031348	0.0681818181818182	0.0697492163009404	0.0736677115987461
"AC027237.3"	0.0673981191222571	0.0744514106583072	0.0846394984326019	0.0979623824451411	0.105015673981191	0.113636363636364
"AC027243.3"	0.181818181818182	0.199059561128527	0.219435736677116	0.229623824451411	0.248432601880878	0.267241379310345
"AC027279.1"	0.370689655172414	0.401253918495298	0.427899686520376	0.453761755485893	0.482758620689655	0.517241379310345
"AC027307.1"	0.0564263322884013	0.0650470219435737	0.072884012539185	0.0838557993730407	0.0909090909090909	0.0940438871473354
"AC027307.2"	0.205329153605016	0.223354231974922	0.239028213166144	0.253918495297806	0.264890282131661	0.278213166144201
"AC027307.3"	0.135579937304075	0.14576802507837	0.156739811912226	0.171630094043887	0.184952978056426	0.192006269592476
"AC027514.1"	0.0493730407523511	0.0603448275862069	0.0642633228840125	0.0658307210031348	0.0744514106583072	0.0830721003134796
"AC027601.6"	0.402037617554859	0.429467084639498	0.469435736677116	0.511755485893417	0.536833855799373	0.55564263322884
"AC027627.1"	0.248432601880878	0.270376175548589	0.287617554858934	0.297021943573668	0.318181818181818	0.335423197492163
"AC027644.3"	0.481974921630094	0.521943573667712	0.545454545454545	0.575235109717868	0.592476489028213	0.615987460815047
"AC027682.1"	0.0211598746081505	0.0266457680250784	0.030564263322884	0.0376175548589342	0.0415360501567398	0.0446708463949843
"AC027682.4"	0.309561128526646	0.339341692789969	0.36833855799373	0.399686520376176	0.427899686520376	0.445924764890282
"AC027702.1"	0.0862068965517241	0.0987460815047022	0.103448275862069	0.108150470219436	0.112852664576803	0.119122257053292
"AC027801.4"	0.0258620689655172	0.0274294670846395	0.0297805642633229	0.0344827586206897	0.0391849529780564	0.0407523510971787
"AC034102.3"	0.0431034482758621	0.04858934169279	0.0501567398119122	0.0556426332288401	0.0579937304075235	0.0681818181818182
"AC034102.4"	0.0736677115987461	0.0807210031347962	0.0877742946708464	0.0971786833855799	0.103448275862069	0.113636363636364
"AC034102.5"	0.137147335423197	0.148902821316614	0.159090909090909	0.164576802507837	0.168495297805643	0.185736677115987
"AC034102.6"	0.0195924764890282	0.0211598746081505	0.0266457680250784	0.0266457680250784	0.0289968652037618	0.030564263322884
"AC034111.1"	0.0407523510971787	0.0431034482758621	0.0478056426332288	0.0493730407523511	0.0532915360501567	0.054858934169279
"AC034111.2"	0.0282131661442006	0.0297805642633229	0.0321316614420063	0.0360501567398119	0.0376175548589342	0.0399686520376176
"AC034114.2"	0.0266457680250784	0.0297805642633229	0.0321316614420063	0.0336990595611285	0.0344827586206897	0.0352664576802508
"AC034139.1"	0.0556426332288401	0.0642633228840125	0.0721003134796238	0.0760188087774295	0.0799373040752351	0.0869905956112853
"AC034193.1"	0.157523510971787	0.172413793103448	0.18730407523511	0.199059561128527	0.212382445141066	0.228056426332288
"AC034195.1"	0.677115987460815	0.699059561128527	0.720219435736677	0.741379310344828	0.7641065830721	0.782131661442006
"AC034198.2"	0.0109717868338558	0.0125391849529781	0.0141065830721003	0.0203761755485893	0.0227272727272727	0.0258620689655172
"AC034206.1"	0.102664576802508	0.11128526645768	0.122257053291536	0.13166144200627	0.14576802507837	0.157523510971787
"AC034229.4"	0.0211598746081505	0.024294670846395	0.024294670846395	0.0282131661442006	0.0282131661442006	0.0282131661442006
"AC034231.1"	0.166144200626959	0.192006269592476	0.20846394984326	0.216300940438871	0.224921630094044	0.231191222570533
"AC034236.2"	0.245297805642633	0.269592476489028	0.288401253918495	0.311128526645768	0.329153605015674	0.351880877742947
